2,101,101,3,"[Academia, Churrasqueira, Piscina, Playground, Salão de festas, Condomínio fechado, Portão eletrônico, Portaria 24h, Elevador, Animais permitidos]",d41afb33-94c7-4855-97a8-362dc9d5a2ba,3,1,Usado,Apartamento,Residencial,1,Jacarepaguá,Zona Oeste,1754,2570,Venda,828770
6,84,84,2,"[Academia, Churrasqueira, Piscina, Playground, Salão de festas, Elevador, Condomínio fechado, Portão eletrônico, Portaria 24h]",4f325451-d510-4faf-8d56-4e742d1edfa2,3,1,Usado,Apartamento,Residencial,1,Recreio dos Bandeirantes,Zona Oeste,1364,2810,Venda,820005
0,102,102,3,"[Piscina, Salão de festas, Academia]",c3e2dcf8-23e2-4637-a3b1-1c037e76a067,3,2,Usado,Apartamento,Residencial,2,Freguesia (Jacarepaguá),Zona Oeste,972,2723,Venda,825000
2,107,107,2,"[Elevador, Condomínio fechado, Portaria 24h, Animais permitidos]",88740de1-88fc-4789-993c-43448469c000,2,,Usado,Apartamento,Residencial,1,Copacabana,Zona Sul,1800,3300,Venda,830000
0,73,73,3,[],10958ebd-d6e0-4d7d-94b5-1a38848dcc01,2,2,Usado,Apartamento,Residencial,1,Barra da Tijuca,Zona Oeste,1100,230,Venda,830000
0,82,82,2,"[Academia, Churrasqueira, Piscina, Playground, Salão de festas, Elevador, Condomínio fechado, Portão eletrônico, Portaria 24h, Animais permitidos]",36847d60-7da6-4bac-83be-1aeaebb4049a,2,1,Usado,Apartamento,Residencial,1,Barra da Tijuca,Zona Oeste,1066,0,Venda,820833
0,82,82,3,"[Academia, Churrasqueira, Piscina, Playground, Salão de festas, Elevador, Condomínio fechado, Portão eletrônico, Portaria 24h, Animais permitidos]",0e1d2864-4188-4cf8-8b29-daa51b37f9e1,2,2,Usado,Apartamento,Residencial,1,Barra da Tijuca,Zona Oeste,900,300,Venda,830000
0,65,65,2,"[Animais permitidos, Elevador, Playground, Piscina, Churrasqueira, Salão de festas, Condomínio fechado, Academia]",d9ce26e0-fb8c-4a9c-bee2-2020d4352442,2,1,Usado,Apartamento,Residencial,2,Barra da Tijuca,Zona Oeste,1110,199,Venda,830000
6,,94,1,"[Churrasqueira, Condomínio fechado, Elevador, Piscina, Portão eletrônico, Portaria 24h, Animais permitidos]",8bf673cf-0da4-4fab-9481-efaebc1324b8,1,0,Usado,Apartamento,Residencial,1,Tijuca,Zona Norte,1,1,Venda,829000
0,56,56,2,"[Condomínio fechado, Portão eletrônico, Portaria 24h, Animais permitidos]",4b1a8e24-20fb-4b45-93ac-a995106f5744,1,,Usado,Apartamento,Residencial,1,Ipanema,Zona Sul,1100,270,Venda,830000
